addressid,addressline1,addressline2,city,stateprovinceid,postalcode,spatiallocation,rowguid,modifieddate
170,7902 Grammercy Lane,Unit A,Bellevue,79,98004,<memory at 0x000001A69A6A9B40>,5c44745c-d11a-4f11-b9bc-345d4e064780,2009-12-04 00:00:00
171,8668 Via Neruda,,Bellevue,79,98004,<memory at 0x000001A69A6A9C00>,f84f334a-19e9-4a44-952e-a857d027e9c6,2009-02-23 00:00:00
172,4777 Rockne Drive,,Bellevue,79,98004,<memory at 0x000001A69A6A9CC0>,ffdaf6bd-c84a-4082-9a70-7f0cc6fbbe82,2009-01-24 00:00:00
173,620 Woodside Ct.,,Bellevue,79,98004,<memory at 0x000001A69A6A9D80>,b6172e5e-cd95-4b38-8aa6-f826a6eef24c,2010-12-18 00:00:00
174,6307 Greenbelt Way,,Bellevue,79,98004,<memory at 0x000001A69A6A9E40>,0ae0d184-cb75-42ce-ab20-c2fc57db45b5,2011-02-07 00:00:00
175,3284 S. Blank Avenue,,Bellevue,79,98004,<memory at 0x000001A69A6A9F00>,c23064b1-cffb-41d6-aba5-bafa076c70c7,2008-12-18 00:00:00
176,8751 Norse Drive,,Bellevue,79,98004,<memory at 0x000001A69A6A9FC0>,a313e877-ebd4-4a8c-8f0a-ed20a645a6ed,2009-12-28 00:00:00
177,6968 Wren Ave.,,Bellevue,79,98004,<memory at 0x000001A69A6AA080>,d3d9fde3-c704-4126-ba36-377aedf42fbb,2009-02-09 00:00:00
178,4311 Clay Rd,,Bellevue,79,98004,<memory at 0x000001A69A6AA140>,464f6ebc-6151-47e1-ac79-24b705342d51,2008-11-29 00:00:00
179,771 Northridge Drive,# 495,Bellevue,79,98004,<memory at 0x000001A69A6AA200>,335645f3-b5d5-4b96-bac1-22267cddf8d2,2012-06-07 00:00:00
180,2947 Vine Lane,,Bellevue,79,98004,<memory at 0x000001A69A6AA2C0>,7635d2da-ad3f-47f8-afe0-6a5a25127d03,2010-01-24 00:00:00
181,9320 Teakwood Dr.,,Bellevue,79,98004,<memory at 0x000001A69A6AA380>,78153c31-9b7b-414b-9a68-51e892fb993c,2009-01-07 00:00:00
182,3711 Rollingwood Dr,,Bellevue,79,98004,<memory at 0x000001A69A6AA440>,9600fb56-13a7-40d1-81fc-cbe8df0bb498,2009-02-12 00:00:00
183,6118 Grasswood Circle,,Bellevue,79,98004,<memory at 0x000001A69A6AA500>,d9bd7258-d9d0-420c-b0c9-b55a7ef46b8c,2009-12-10 00:00:00
184,5678 Clear Court,,Bellevue,79,98004,<memory at 0x000001A69A6AA5C0>,6b78a1a0-5821-43e1-ae51-547ad9b4c996,2009-02-09 00:00:00
185,2681 Eagle Peak,,Bellevue,79,98004,<memory at 0x000001A69A6AA680>,7bccf442-2268-46cc-8472-14c44c14e98c,2012-07-31 00:00:00
186,332 Laguna Niguel,,Bellevue,79,98004,<memory at 0x000001A69A6AA740>,8915b11c-8a2d-44ee-b2a9-7c6982739bfe,2008-12-17 00:00:00
187,7808 Brown St.,,Bellevue,79,98004,<memory at 0x000001A69A6AA800>,1ccd2f45-1bee-4f78-ba59-a6f969c7da71,2009-01-09 00:00:00
188,6774 Bonanza,,Bellevue,79,98004,<memory at 0x000001A69A6AA8C0>,00770ccc-e264-4115-9e0c-d31734f70360,2008-12-31 00:00:00
189,3708 Montana,,Bellevue,79,98004,<memory at 0x000001A69A6AA980>,a081a4fc-9c3c-4ce7-a27f-94830fff15e5,2008-12-20 00:00:00
190,9435 Breck Court,,Bellevue,79,98004,<memory at 0x000001A69A6AAA40>,eb974caf-85e9-4424-bf5e-637c0942ef04,2007-12-30 00:00:00
191,6951 Harmony Way,,Sammamish,79,98074,<memory at 0x000001A69A6AAB00>,1da32259-efad-4485-8f64-8b9b444cb3a4,2010-12-31 00:00:00
192,6871 Thornwood Dr.,,Sammamish,79,98074,<memory at 0x000001A69A6AABC0>,a2b7146f-22a2-4f15-875b-4484a5473673,2009-02-22 00:00:00
193,9104 Mt. Sequoia Ct.,,Sammamish,79,98074,<memory at 0x000001A69A6AAC80>,954c009c-f506-42ba-ac97-a0f98b9e31b7,2008-12-07 00:00:00
194,2095 Sierra Drive,,Sammamish,79,98074,<memory at 0x000001A69A6AAD40>,2812a3ab-3eaa-4898-a176-36b6c5953d1c,2013-10-14 00:00:00
195,4444 Pepper Way,,Sammamish,79,98074,<memory at 0x000001A69A6AAE00>,5fd563b6-9349-4aa4-813b-72d96714ec7d,2009-02-27 00:00:00
196,4525 Benedict Ct.,,Sammamish,79,98074,<memory at 0x000001A69A6AAEC0>,d52a20ab-b134-4205-b5e2-25b700bb5722,2008-12-18 00:00:00
197,7820 Bird Drive,,Sammamish,79,98074,<memory at 0x000001A69A6AAF80>,70d9d17b-3a40-43ed-b4d1-c9a52a8f44ed,2008-12-26 00:00:00
198,1962 Ferndale Lane,,Sammamish,79,98074,<memory at 0x000001A69A6AB040>,cf902968-4c87-4492-8c3b-bf12f42def75,2009-01-19 00:00:00
199,5263 Etcheverry Dr,,Sammamish,79,98074,<memory at 0x000001A69A6AB100>,01c701de-ba78-4b2c-bc7e-2cf8922c7771,2009-11-26 00:00:00
200,2473 Orchard Way,,Sammamish,79,98074,<memory at 0x000001A69A6AB1C0>,6d1b4fa9-5d00-4481-9561-0aea008915f7,2009-01-09 00:00:00
201,6202 Seeno St.,,Sammamish,79,98074,<memory at 0x000001A69A6AB280>,ad2b250d-5dd9-4ba4-ac59-8ce487d4a77f,2013-09-05 00:00:00
202,4096 San Remo,,Sammamish,79,98074,<memory at 0x000001A69A6AB340>,494a6c49-3ea7-4a3d-bff8-f727f565e393,2008-12-21 00:00:00
203,7086 O St.,,Sammamish,79,98074,<memory at 0x000001A69A6AB400>,5a272060-cdb3-4d4a-be2f-af143f4e72d4,2009-12-30 00:00:00
204,4310 Kenston Dr.,,Sammamish,79,98074,<memory at 0x000001A69A6AB4C0>,7e585905-3991-42bf-8c51-1f0e40f48d28,2010-01-10 00:00:00
205,7939 Bayview Court,,Sammamish,79,98074,<memory at 0x000001A69A6AB580>,a47cbd73-36a5-4051-bd64-65e93630e6df,2009-01-14 00:00:00
206,6097 Mt. McKinley Ct.,,Redmond,79,98052,<memory at 0x000001A69A6AB640>,114fdfca-275a-4b9b-a51e-6edd038644d3,2013-09-25 00:00:00
207,3066 Wallace Dr.,,Redmond,79,98052,<memory at 0x000001A69A6AB700>,577f79c7-3ce4-409d-baf4-043b14389780,2009-02-19 00:00:00
208,9006 Woodside Way,,Redmond,79,98052,<memory at 0x000001A69A6AB7C0>,82094057-24a1-482c-adca-b44d40c1483a,2008-03-21 00:00:00
209,9906 Oak Grove Road,,Redmond,79,98052,<memory at 0x000001A69A6AB880>,8d9cf02a-a88a-4af4-ad3a-219ae0de0539,2011-01-31 00:00:00
210,2383 Pepper Drive,,Redmond,79,98052,<memory at 0x000001A69A6AB940>,d5caa1d5-cb10-4cf3-91b7-0ff37611aedb,2008-12-04 00:00:00
211,6369 Ellis Street,,Redmond,79,98052,<memory at 0x000001A69A6ABA00>,d531ff9a-06e2-431f-9d2c-c13dcf82ca77,2010-11-29 00:00:00
212,8000 Crane Court,,Redmond,79,98052,<memory at 0x000001A69A6ABAC0>,7c1fac02-5589-4f51-9ee4-30aeee079cb7,2009-02-01 00:00:00
213,9322 Driving Drive,,Redmond,79,98052,<memory at 0x000001A69A6ABB80>,7a2c4361-7da9-45d8-8cef-59f730a9abca,2010-01-15 00:00:00
214,3768 Door Way,,Redmond,79,98052,<memory at 0x000001A69A6ABC40>,8c938507-c67c-4e5c-963c-a93fe707980f,2007-12-13 00:00:00
215,101 Candy Rd.,,Redmond,79,98052,<memory at 0x000001A69A6ABD00>,b27d7d52-bd02-4de4-b0e6-ac825f98b60d,2010-03-02 00:00:00
216,2427 Notre Dame Ave.,,Redmond,79,98052,<memory at 0x000001A69A6ABDC0>,0b20a74b-912a-47c2-9758-0791bfaa4daa,2010-12-28 00:00:00
217,1960 Via Catanzaro,,Redmond,79,98052,<memory at 0x000001A69A6ABE80>,63373680-a60f-48b8-9c38-3b4861d14229,2013-10-13 00:00:00
218,9863 Ridge Place,,Redmond,79,98052,<memory at 0x000001A69A6ABF40>,3b6bca53-fa0f-47d6-8e7a-c2cce2a90bb2,2009-01-16 00:00:00
219,3397 Rancho View Drive,,Redmond,79,98052,<memory at 0x000001A69A6B0040>,da96e22b-ce18-4fdb-9ffe-4dc094ce0a42,2010-12-16 00:00:00
220,4909 Poco Lane,,Redmond,79,98052,<memory at 0x000001A69A6B0100>,5c0cac7c-fd6c-44ae-8c34-cc64ec495034,2008-12-07 00:00:00
221,7297 RisingView,,Redmond,79,98052,<memory at 0x000001A69A6B01C0>,0d34f4af-0e68-472e-b33f-4bd11ae3d91f,2008-12-09 00:00:00
222,7723 Firestone Drive,,Redmond,79,98052,<memory at 0x000001A69A6B0280>,268ac7d8-73da-44b8-866b-0452af1f844b,2013-06-14 00:00:00
223,1275 West Street,,Redmond,79,98052,<memory at 0x000001A69A6B0340>,bc3a7f68-b60a-4a60-be8b-951fb29f646b,2009-01-26 00:00:00
224,2137 Birchwood Dr,,Redmond,79,98052,<memory at 0x000001A69A6B0400>,7f9bc8a0-3972-490c-b888-c4b5efc9d021,2007-11-04 00:00:00
225,249 Alexander Pl.,,Redmond,79,98052,<memory at 0x000001A69A6B04C0>,6df4b0d5-634c-46f3-b1a3-ac487240a124,2014-06-23 00:00:00
226,2482 Buckingham Dr.,,Redmond,79,98052,<memory at 0x000001A69A6B0580>,1bf14f43-c05b-4841-a9ff-b42785b7bc1f,2009-02-18 00:00:00
227,8467 Clifford Court,,Redmond,79,98052,<memory at 0x000001A69A6B0640>,722a9d6e-07bc-4867-94d7-3b44ece308bd,2009-02-28 00:00:00
228,9241 St George Dr.,,Everett,79,98201,<memory at 0x000001A69A6B0700>,91ee89fc-37ec-4121-a9d5-94ec64f4b3f0,2009-01-20 00:00:00
229,3928 San Francisco,,Everett,79,98201,<memory at 0x000001A69A6B07C0>,7716ef76-94aa-47e9-bddb-102bbfd59bbb,2009-01-05 00:00:00
230,475 Santa Maria,,Everett,79,98201,<memory at 0x000001A69A6B0880>,ca464447-6aaf-406a-bc38-846389d8aefa,2008-12-22 00:00:00
231,181 Gaining Drive,,Everett,79,98201,<memory at 0x000001A69A6B0940>,128d138d-3a13-4b00-81e3-5b2ce1ae782b,2008-11-24 00:00:00
232,3385 Crestview Drive,,Everett,79,98201,<memory at 0x000001A69A6B0A00>,4a551ff0-ca85-4d1c-8fe7-318d01a49c27,2009-01-14 00:00:00
233,1185 Dallas Drive,,Everett,79,98201,<memory at 0x000001A69A6B0AC0>,085e131e-5c9e-460c-bfcd-775d21b97842,2008-12-05 00:00:00
234,7883 Missing Canyon Court,,Everett,79,98201,<memory at 0x000001A69A6B0B80>,00cbe469-f60b-424f-9a72-e58a32be138c,2007-01-19 00:00:00
235,5452 Corte Gilberto,,Everett,79,98201,<memory at 0x000001A69A6B0C40>,1b75056d-34e4-4612-98ab-3d4ab8482495,2008-12-06 00:00:00
236,9008 Creekside Drive,,Everett,79,98201,<memory at 0x000001A69A6B0D00>,ec244535-a4b0-46fc-b35a-42ec1f8d471e,2013-03-23 00:00:00
237,5242 Marvelle Ln.,,Everett,79,98201,<memory at 0x000001A69A6B0DC0>,25318a45-fcd1-4fe6-b20c-a397c72c334e,2010-03-03 00:00:00
238,4098 Woodcrest Dr.,,Everett,79,98201,<memory at 0x000001A69A6B0E80>,9d179a61-a9e7-4802-8099-764227043d94,2013-08-03 00:00:00
239,8624 Pepper Way,,Everett,79,98201,<memory at 0x000001A69A6B0F40>,f2a2d98b-2337-4748-9191-fe421d057df1,2009-02-26 00:00:00
240,2176 Apollo Way,,Everett,79,98201,<memory at 0x000001A69A6B1000>,1dccf2c8-b08d-42c1-836f-c1ee9ccfff6f,2007-12-30 00:00:00
241,1962 Cotton Ct.,,Everett,79,98201,<memory at 0x000001A69A6B10C0>,478aa4fd-3c98-4c71-88a1-7a6b4164c6fa,2008-12-02 00:00:00
242,1362 Somerset Place,,Everett,79,98201,<memory at 0x000001A69A6B1180>,ce971ec5-a2e1-43e2-ac74-97f5bb1d8679,2009-02-17 00:00:00
243,3238 Laguna Circle,,Everett,79,98201,<memory at 0x000001A69A6B1240>,0bd3bd41-0b6e-46f1-8cbf-978552ee8e77,2009-01-11 00:00:00
244,3665 Oak Creek Ct.,,Everett,79,98201,<memory at 0x000001A69A6B1300>,683ff6c4-ee9f-4a7c-b80b-c6e1a60891e4,2009-02-24 00:00:00
245,7640 First Ave.,,Everett,79,98201,<memory at 0x000001A69A6B13C0>,5fd72a8b-9d97-4309-bdf0-cd7a7bb02bb8,2008-12-11 00:00:00
246,6629 Polson Circle,,Everett,79,98201,<memory at 0x000001A69A6B1480>,4f964a2e-3ab9-4c66-9d8c-65c7c3479cf8,2009-02-15 00:00:00
247,2294 West 39th St.,,Everett,79,98201,<memory at 0x000001A69A6B1540>,369ef5bb-af9d-4493-99b5-b9a1ac61e985,2009-02-24 00:00:00
248,1400 Gate Drive,,Newport Hills,79,98006,<memory at 0x000001A69A6B1600>,20f99909-adf9-4500-a697-1b6dfe3881e9,2009-02-01 00:00:00
249,4350 Minute Dr.,,Newport Hills,79,98006,<memory at 0x000001A69A6B16C0>,a120e049-aeca-4a01-8f05-b36301016b7c,2009-01-07 00:00:00
250,9297 Kenston Dr.,,Newport Hills,79,98006,<memory at 0x000001A69A6B1780>,2ed694b4-9069-4daf-95eb-ab1c7b969a80,2008-12-05 00:00:00
251,8967 Hamilton Ave.,,Newport Hills,79,98006,<memory at 0x000001A69A6B1840>,f2ef65aa-28b6-4b04-853d-d50f4dc62ec2,2009-01-05 00:00:00
252,9687 Shakespeare Drive,,Newport Hills,79,98006,<memory at 0x000001A69A6B1900>,8ca15be4-c0b3-4a92-aed3-b65b9b1fad92,2008-12-18 00:00:00
253,1397 Paradise Ct.,,Newport Hills,79,98006,<memory at 0x000001A69A6B19C0>,ba60c467-f3e4-4202-8b43-dbf9c81b6420,2009-01-17 00:00:00
254,3030 Blackburn Ct.,,Newport Hills,79,98006,<memory at 0x000001A69A6B1A80>,004f9226-e61f-4eef-bbad-8276b1be3562,2008-12-25 00:00:00
255,7469 Paradise Ct.,,Newport Hills,79,98006,<memory at 0x000001A69A6B1B40>,6d421aa1-a9fb-4799-9058-28272e6af110,2014-03-02 00:00:00
256,9605 Pheasant Circle,,Gold Bar,79,98251,<memory at 0x000001A69A6B1C00>,a0bc68db-f094-4066-b3b7-9b65128371b9,2009-01-23 00:00:00
257,2425 Notre Dame Ave,,Gold Bar,79,98251,<memory at 0x000001A69A6B1CC0>,446344a5-9afe-4597-bfee-b0e597d8f5e5,2010-01-20 00:00:00
258,8036 Summit View Dr.,,Gold Bar,79,98251,<memory at 0x000001A69A6B1D80>,55ac181f-dbbc-49b1-bbdc-26bf67c13b69,2008-12-07 00:00:00
259,213 Stonewood Drive,,Gold Bar,79,98251,<memory at 0x000001A69A6B1E40>,8faee71d-bb98-46d2-a47a-112b30513e21,2009-02-18 00:00:00
260,3884 Beauty Street,# 14,Gold Bar,79,98251,<memory at 0x000001A69A6B1F00>,9f9d6796-675a-4619-8f37-eda885db931e,2009-02-04 00:00:00
261,1748 Bird Drive,,Index,79,98256,<memory at 0x000001A69A6B1FC0>,fdd3e025-386a-4124-9002-d53d8984f261,2010-02-28 00:00:00
262,310 Winter Lane,,Index,79,98256,<memory at 0x000001A69A6B2080>,e619e04d-544e-4675-8ddb-db282bb01238,2008-12-30 00:00:00
263,3514 Sunshine,,Index,79,98256,<memory at 0x000001A69A6B2140>,09051ab3-eb32-4551-981d-29f7b311587d,2010-02-09 00:00:00
264,1245 Clay Road,,Index,79,98256,<memory at 0x000001A69A6B2200>,ab87f9e7-412b-486c-863f-3a237f1adff9,2009-03-01 00:00:00
265,3127 El Camino Drive,,Index,79,98256,<memory at 0x000001A69A6B22C0>,2a9be420-6d00-4ce8-bbe4-00a73b78a587,2009-02-02 00:00:00
266,7691 Benedict Ct.,# 141,Issaquah,79,98027,<memory at 0x000001A69A6B2380>,980f8c50-ddc1-414c-9230-4f0ceca16db3,2009-01-30 00:00:00
267,1144 Paradise Ct.,,Issaquah,79,98027,<memory at 0x000001A69A6B2440>,e315154c-70d1-44ef-b123-0a85c6be3246,2009-01-10 00:00:00
268,7435 Ricardo,,Issaquah,79,98027,<memory at 0x000001A69A6B2500>,8c29a5e8-62d1-4437-8df5-eb221442164c,2009-01-28 00:00:00
269,9530 Vine Lane,,Issaquah,79,98027,<memory at 0x000001A69A6B25C0>,c8156f7e-005e-42f4-b4b8-bc0ab784e9bf,2009-02-16 00:00:00
270,6580 Poor Ridge Court,,Issaquah,79,98027,<memory at 0x000001A69A6B2680>,7ab40626-3d83-4073-a8fc-e82d788ec400,2008-11-27 00:00:00
271,5979 El Pueblo,,Issaquah,79,98027,<memory at 0x000001A69A6B2740>,f1fa084f-ae3e-41b9-af15-c5eba80e8325,2008-12-16 00:00:00
272,1921 Ranch Road,,Issaquah,79,98027,<memory at 0x000001A69A6B2800>,c87b38f6-a249-4c3b-a507-1306bde99b1d,2009-01-04 00:00:00
273,3848 East 39th Street,,Issaquah,79,98027,<memory at 0x000001A69A6B28C0>,e7cbe0c1-996e-47fe-8a48-e6b003d1e5f7,2009-01-27 00:00:00
274,5256 Chickpea Ct.,,Issaquah,79,98027,<memory at 0x000001A69A6B2980>,ca7ee010-ddf2-47cb-8abd-bb56b956e79a,2009-02-09 00:00:00
275,989 Crown Ct,,Issaquah,79,98027,<memory at 0x000001A69A6B2A40>,8a882a09-430e-4d6d-878c-ec281147ebe4,2009-02-27 00:00:00
276,3333 Madhatter Circle,,Issaquah,79,98027,<memory at 0x000001A69A6B2B00>,4d1b4626-e935-49dd-8a9c-a73a8d06101a,2008-12-09 00:00:00
277,342 San Simeon,,Issaquah,79,98027,<memory at 0x000001A69A6B2BC0>,a1a8f159-2953-4a4e-896d-c0511fe0bb01,2008-12-28 00:00:00
278,9314 Icicle Way,,Issaquah,79,98027,<memory at 0x000001A69A6B2C80>,cc95a37b-31a6-4c3e-9e84-c806e16b10ab,2009-01-15 00:00:00
279,7772 Golden Meadow,,Issaquah,79,98027,<memory at 0x000001A69A6B2D40>,3a217c61-aa3c-4d7f-8ccb-0d9ac4dd2691,2011-02-08 00:00:00
280,8585 Los Gatos Ct.,,Issaquah,79,98027,<memory at 0x000001A69A6B2E00>,3d6bdbc8-b41e-4456-a5ae-bc2e1adff557,2009-01-08 00:00:00
281,7985 Center Street,,Renton,79,98055,<memory at 0x000001A69A6B2EC0>,3e779d84-0a84-4ba3-b62e-b3de594481a3,2008-12-21 00:00:00
282,5980 Icicle Circle,Unit H,Renton,79,98055,<memory at 0x000001A69A6B2F80>,f32eb450-1220-461a-9cc5-3366ed213517,2010-01-16 00:00:00
283,1378 String Dr,,Renton,79,98055,<memory at 0x000001A69A6B3040>,0f36c3ca-e736-4bce-ba20-9f0aff19e850,2010-01-20 00:00:00
284,9495 Limewood Place,,Renton,79,98055,<memory at 0x000001A69A6B3100>,e9f9e451-8e14-4403-a628-bd05a6fe11cd,2009-02-21 00:00:00
285,2598 Breck Court,,Renton,79,98055,<memory at 0x000001A69A6B31C0>,5c9aa419-ad00-4031-974d-077f13101ab3,2009-11-25 00:00:00
286,5670 Bel Air Dr.,,Renton,79,98055,<memory at 0x000001A69A6B3280>,74e8bf7f-4d0e-43ab-8937-81944dd8bd4e,2013-12-16 00:00:00
287,7165 Brock Lane,,Renton,79,98055,<memory at 0x000001A69A6B3340>,e6873ef7-439c-4285-a911-85c9dff752b4,2011-01-11 00:00:00
288,2736 Scramble Rd,,Renton,79,98055,<memory at 0x000001A69A6B3400>,736df003-f793-4ae5-ba30-dc75c59aa51b,2008-11-30 00:00:00
289,2266 Greenwood Circle,,Renton,79,98055,<memory at 0x000001A69A6B34C0>,e26fac51-2b7a-4d66-926b-419622c3ce0d,2010-02-26 00:00:00
290,5297 Algiers Drive,,Renton,79,98055,<memory at 0x000001A69A6B3580>,8d5152a1-c841-4b1a-8b1e-5df6968ce4a3,2014-05-27 00:00:00
291,9533 Working Drive,,Renton,79,98055,<memory at 0x000001A69A6B3640>,68cf4292-6615-498d-ab04-cab6bdf279b3,2009-12-14 00:00:00
292,1803 Olive Hill,,Renton,79,98055,<memory at 0x000001A69A6B3700>,32be31c0-1174-4353-abdf-eed36445bc9d,2009-01-26 00:00:00
293,7559 Worth Ct.,,Renton,79,98055,<memory at 0x000001A69A6B37C0>,f9e3e4d2-d3b9-465a-b91a-9656ed0f98ab,2008-01-24 00:00:00
294,3770 Viewpoint Ct,,Renton,79,98055,<memory at 0x000001A69A6B3880>,03a588db-f934-434b-ba4d-f8a525e41eb3,2013-08-04 00:00:00
295,6510 Hacienda Drive,,Renton,79,98055,<memory at 0x000001A69A6B3940>,50c82d57-9603-4520-a57f-b4a15ea3c7b4,2010-12-23 00:00:00
296,6937 E. 42nd Street,,Renton,79,98055,<memory at 0x000001A69A6B3A00>,a3f0fae3-cc62-4bd2-94af-772932e73a26,2009-01-24 00:00:00
297,7943 Walnut Ave,,Renton,79,98055,<memory at 0x000001A69A6B3AC0>,52410da4-2778-4b1d-a599-95746625ce6d,2012-06-30 00:00:00
298,2176 Brown Street,,Renton,79,98055,<memory at 0x000001A69A6B3B80>,d3eeda71-936e-4bcb-8bc6-0039c6bba849,2009-02-19 00:00:00
299,4312 Cambridge Drive,,Renton,79,98055,<memory at 0x000001A69A6B3C40>,3aa8ed20-e86f-48c6-b033-e3b8e32d2eb3,2009-01-13 00:00:00
300,5009 Orange Street,,Renton,79,98055,<memory at 0x000001A69A6B3D00>,85710ccd-79e2-4667-a36a-6c808bc59a18,2012-04-09 00:00:00
301,4405 Balboa Court,,Santa Cruz,9,95062,<memory at 0x000001A69A6B3DC0>,4334bcda-3f16-4576-ad9a-8a01871518f5,2011-04-25 00:00:00
302,7995 Edwards Ave.,,Lynnwood,79,98036,<memory at 0x000001A69A6B3E80>,98486715-ff2e-4e76-9ac7-dff3fca41691,2011-04-25 00:00:00
303,4659 Montoya,,Altadena,9,91001,<memory at 0x000001A69A6B3F40>,293da436-24c4-49a2-892e-de18df7612df,2011-04-25 00:00:00
304,1667 Warren Street,,West Covina,9,91791,<memory at 0x000001A69A6C8040>,ce39ee50-e632-4996-9b7f-314fc82e7c05,2011-04-25 00:00:00
305,7179 Montana,,Torrance,9,90505,<memory at 0x000001A69A6C8100>,36c666a9-afef-42be-a4ee-ef8002677f1f,2011-05-09 00:00:00
306,9 Guadalupe Dr.,,Burbank,9,91502,<memory at 0x000001A69A6C81C0>,01ce5956-15fd-4243-896e-9c61637dd27c,2011-05-09 00:00:00
307,50 Big Canyon Road,,Lebanon,58,97355,<memory at 0x000001A69A6C8280>,54a28138-aadc-46b3-b866-1c3a0d0a6147,2011-05-09 00:00:00
308,65 Park Glen Court,,Port Orchard,79,98366,<memory at 0x000001A69A6C8340>,2fe2d15c-af6f-4c42-ab8d-b718eabcc889,2011-05-09 00:00:00
309,28 San Marino Ct.,,Bellingham,79,98225,<memory at 0x000001A69A6C8400>,a9cbe446-82ed-476b-8991-027c7167f9c6,2011-12-23 00:00:00
310,2472 Alexander Place,,West Covina,23,83301,<memory at 0x000001A69A6C84C0>,482a0800-62f7-4f19-966d-db43140ca308,2011-12-23 00:00:00
311,9830 May Way,,Mill Valley,40,59715,<memory at 0x000001A69A6C8580>,26f279a4-0f7c-446d-8488-8f14b8bcd1b2,2011-12-23 00:00:00
312,1286 Cincerto Circle,,Lake Oswego,58,97034,<memory at 0x000001A69A6C8640>,87b54fff-aae5-4a50-9b05-7d51a8916c5a,2011-12-23 00:00:00
313,2141 Delaware Ct.,,Downey,72,37501,<memory at 0x000001A69A6C8700>,87cd888d-4b41-42d2-b172-1f0e51ee9428,2011-12-23 00:00:00
314,218 Fall Creek Road,,West Covina,9,91791,<memory at 0x000001A69A6C87C0>,a0e6b964-00f2-4086-83d4-42c6f06d0fa4,2011-12-23 00:00:00
315,5807 Churchill Dr.,,Corvallis,58,97330,<memory at 0x000001A69A6C8880>,9de9e224-f974-4319-880b-d2ea6a99be28,2011-12-23 00:00:00
316,6061 St. Paul Way,,Everett,40,98201,<memory at 0x000001A69A6C8940>,297d0f3e-701d-44e1-b524-df07a9fc4470,2011-12-23 00:00:00
317,628 Muir Road,,Los Angeles,9,90012,<memory at 0x000001A69A6C8A00>,cde833ab-2f67-44ad-9808-a746cb857147,2011-12-24 00:00:00
318,2313 B Southampton Rd,,Missoula,40,59801,<memory at 0x000001A69A6C8AC0>,04cb8657-ab4a-4ae3-966a-e69d0eee743e,2011-12-24 00:00:00
319,137 Lancelot Dr,,Phoenix,6,85004,<memory at 0x000001A69A6C8B80>,cead54d8-d6b8-4261-8ca1-9cc3599903d1,2012-01-25 00:00:00
320,3 Gehringer Drive,,Daly City,9,94015,<memory at 0x000001A69A6C8C40>,d792d26a-df82-4ef1-acea-3811b1f0396c,2011-12-24 00:00:00
321,15 Pear Dr.,,Newport Beach,9,92625,<memory at 0x000001A69A6C8D00>,6cb92106-0de3-404c-80b4-f612942e27e4,2011-12-24 00:00:00
322,1 Mt. Dell Drive,,Portland,58,97205,<memory at 0x000001A69A6C8DC0>,50f4b496-0610-48bd-b905-2874f13f0b4e,2011-12-24 00:00:00
323,7651 Smiling Tree Court,Space 55,Los Angeles,9,90012,<memory at 0x000001A69A6C8E80>,2ddf992e-b883-4476-956a-ef44ae9f020c,2011-12-24 00:00:00
324,50 Via Del Sol,,Lynnwood,79,98036,<memory at 0x000001A69A6C8F40>,89e1d63e-3921-48cc-a913-5fe25083e72e,2011-12-24 00:00:00
325,9491 Toyon Dr,,Dallas,73,75201,<memory at 0x000001A69A6C9000>,567e6863-fcff-47a8-9913-ef8bf3e38932,2011-12-24 00:00:00
326,4151 Olivera,,Atlanta,17,30308,<memory at 0x000001A69A6C90C0>,7bd71eeb-6e0e-4402-8bdc-44b8f47aa4c3,2011-12-24 00:00:00
327,3 Chablis Court,,Torrance,9,90505,<memory at 0x000001A69A6C9180>,ef4b0ef8-0e38-42cc-9151-9918a5274248,2011-12-24 00:00:00
328,2 Lion Circle,,Long Beach,9,90802,<memory at 0x000001A69A6C9240>,06de5166-e8c4-43ae-87f0-78144da01790,2011-12-24 00:00:00
329,9056 Mount Dr,,Chicago,24,60610,<memory at 0x000001A69A6C9300>,3d0fd607-f63a-4964-b0bb-c9e9f8e29433,2011-12-24 00:00:00
330,67 Monetary Way,,Berkeley,9,94704,<memory at 0x000001A69A6C93C0>,33439525-0987-4b44-a1df-66efb071324a,2012-01-17 00:00:00
331,419 River Ash Court,#9,Lakewood,37,63301,<memory at 0x000001A69A6C9480>,69783e0b-5d79-41c6-af1a-9a7f750a1779,2012-01-17 00:00:00
332,4823 Stonewood Ct.,,Walla Walla,79,99362,<memory at 0x000001A69A6C9540>,2fc63299-7b60-4ac5-aba2-b12ebd0f7d2f,2011-12-24 00:00:00
333,50 Edward Ave,,Concord,9,94519,<memory at 0x000001A69A6C9600>,ebe095f2-e14f-429d-829c-922e807b6d65,2012-01-17 00:00:00
334,8157 Tweed Lane,,Anacortes,79,98221,<memory at 0x000001A69A6C96C0>,2b1a42e2-4899-491f-a4e2-c2d7c29cdf1a,2012-02-02 00:00:00
335,8547 Catherine Way,,Tacoma,79,98403,<memory at 0x000001A69A6C9780>,466ba133-7750-48bb-a806-84883dfce525,2012-01-17 00:00:00
336,8892 Columbia River Ct.,,Santa Cruz,9,95062,<memory at 0x000001A69A6C9840>,fb50f09a-6c79-4d3a-abaf-f9d2cce2abb0,2012-01-25 00:00:00
